Ext.ID,Museum.Institution,Sampling.date,Catalogue.accession,Species,Collection.notes,Sex,Age,Year,Country,Region,Locality,Oral.health,Photo,Appearance,Sample.collected.from,Sampling.comments,Ext.Date,Sample.weight..g.,Qubit.concentration..ng.ul.,Qubit.date,Ext.comments,LP.date,Extract.vol.used,LP_BC_p5,LP_BC_p7,P5.Index,P7.Index,LP.copies,Ind.date,LP.vol.used,Ind.cycles,Ind.copies,Pool,Pooled.volume..ul.,Deep.Pool,Deep.Pool.vol,Instrument.model,archive,archive_project,archive_accession,project_name,publication_doi,download_links,download_md5s
MV_043,NHM Vienna,20230209,8805,Capreolus capreolus,"Raabs/Thaye, Beb. Waidhofen/Thaye, N� 10 Nov 1962 H.Urschitz�",male,,1962,Austria,,,,N,,,,20230808,0.01,12.5,20230809,,20230811,20,9,12,4,4,5.7e+08,20230904,12,11,5.64e+10,Pool A,3,Pool T,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_045,NHM Vienna,20230209,8817,Capreolus capreolus,"(zentr.) Marchfeld GB Grossenzerzdorf, G�nserndorf, Niederosterr. 24 Nov 1962 H. Ursch�tz don.",male,,1962,Austria,,,,N,,all molars,,20230808,0.022,30.4,20230809,,20230811,20,9,14,4,4,1.55e+08,20230904,12,11,2.23e+10,Pool B,3,Pool W,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_046,NHM Vienna,20230209,10088,Capreolus capreolus,Meierhof Siehdichfus GB F�usendorf N� 17 Dec 1963 Ed. Pieler,male,,1963,Austria,,,,N,,all molars,,20230808,0.021,9.51,20230809,,20230811,20,9,15,4,4,77300000,20230904,12,11,30200000,Pool D,5,Pool Z,5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_048,NHM Vienna,20230210,10079,Capreolus capreolus,"Marchess, GB Panserndorf NO 16 Nov 1964 Pang' die Putsverweltung Maschess",male,,1964,Austria,,,,N,,all molars,,20230808,0.011,55,20230809,,20230811,20,12,2,4,4,8.47e+08,20230904,12,11,4.04e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_049,NHM Vienna,20230210,8707,Capreolus capreolus,"Geoggnitz, Bez. Neunkirchen, NO 18 Sep 1962 v.H.Urschitz fet(?)",male,,1962,Austria,,,,N,,all molars,,20230808,0.013,12.8,20230809,Strongly coloured; Some dripping whle pouring into Roche column,20230816,10,9,1,6,6,10800000,20230908,12,11,16700000,Pool D,5,Pool Z,5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_051,NHM Vienna,20230210,57477,Meles meles,"Grossraming, O� 22 Jul 1995 Blumenschein Johann",male,,1995,Austria,,,,N,,all molars,,20230629,0.015,16.100,20230703,QuBit repeated,20230704,20,15,2,1,1,2.25e+08,20230906,12,11,3.25e+10,Pool B,3,Pool V,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_052,NHM Vienna,20230210,57476,Meles meles,"Ternberg, O� 28 Okt 1994 Blumenschein Johann",male,,1994,Austria,,,,N,,all teeth,,20230629,0.023,25.200,20230703,QuBit repeated,20230704,20,15,7,1,1,1.1e+08,20230906,12,11,2.34e+10,Pool B,3,Pool V,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_055,NHM Vienna,20230210,40966,Meles meles,"Wolfern, O� 6 Marz 1989 Blumenschein Johann",male,,1989,Austria,,,,N,,all teeth,,20230607,0.028,22.100,20230608,,20230612,20,9,9,1,1,5490000,20230616,18,10,1.82e+09,Pool C,4,Pool Y,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_056,NHM Vienna,20230210,42579,Meles meles,"Laussa, GB Weyer, PB Steyr, Ober�sterreich 7 Mai 1996 JB2 J. Blumenschein don",male,,1991,Austria,,,,N,�,all teeth,maybe not enough?,20230801,0.007,10.7,20230802,,20230810,20,15,9,5,5,1.13e+09,20230907,12,11,7.19e+10,Pool A,3,Pool T,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_057,NHM Vienna,20230210,42578,Meles meles,"St. Ulrich GB+PB Steyr, Ober�sterreich 1 Apr 1991 J. Blumenschein don",male,,1991,Austria,,,,N,�,all teeth,maybe not enough?,20230726,0.021,13.9,20230727,,20230801,10,8,12,4,4,1.21e+08,20230905,12,11,4.12e+09,Pool C,4,Pool X,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_058,NHM Vienna,20230213,15619,Meles meles,"Hainfeld/G�lse, eiener Wiese verendet gefundei Kal Geus Songraben 14.4.42 auf K Zalesky",male,,1942,Austria,,,,N,,all teeth,,20230607,0.016,19.300,20230608,,20230612,20,12,12,1,1,396000,20230616,18,10,7.02e+09,Pool C,2,Pool X,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_059,NHM Vienna,20230213,3968,Meles meles,"Ramsau, N� 10 Marz 1934 Zalesky K",male,,1934,Austria,,,,N,�,all teeth,maybe not enough?,20230726,0.015,9.21,20230727,,20230801,10,8,14,4,4,4.46e+08,20230905,12,11,2.38e+10,Pool B,3,Pool V,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_060,NHM Vienna,20230213,5486,Meles meles,"Litschau, N� 6 Mai 1935 Rossner H.",male,,1935,Austria,,,,N,,all teeth,,20230723,0.013,0.703,20230724,,20230727,20,15,8,3,3,1e+08,20230905,12,11,2.37e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_062,NHM Vienna,20230213,15620,Meles meles,"Gerichtsberg, b.Hainfeld, GB Hainfeld, PB lilienfeld N� 26 Nov 1937 K Zalesky",male,,1937,Austria,,,,N,�,all teeth; not enough,�,20230828,0.009,2.37,20230829,Extract as is,20230830,20,8,15,7,7,1.22e+08,20230920_7-7,12,11,2.31e+10,Pool B,3,Pool V,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_065,NHM Vienna,20230213,41120,Meles meles,"Pichlern, O� 23.6.1988 J. Blumenschein don",male,,1988,Austria,,,,N,,all teeth,,20230723,0.017,18.2,20230724,,20230727,20,15,9,3,3,1.1e+09,20230905,12,11,3.9e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_066,NHM Vienna,20230213,41118,Meles meles,Oberfelder Forst NNW Saasz O� 25.4.1988 J. Blumenschein don,male,,1988,Austria,,,,N,�,all teeth,maybe not enough?,20230801,0.019,24.7,20230802,,20230810,20,15,12,5,5,6.43e+08,20230907,12,11,3.76e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_067,NHM Vienna,20230213,41119,Meles meles,"Oberfelder Forst NNW Saasz, O� 28.9.1988 J. Blumenschein don",male,,1988,Austria,,,,N,�,all teeth,maybe not enough?,20230801,0.008,10.4,20230802,,20230810,20,15,14,5,5,1.2e+09,20230907,12,11,5.82e+10,Pool A,3,Pool T,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_068p,NHM Vienna,20230213,41122&44343,Meles meles,"S Schloss Rosenegg, O� 2.8.1987 J. Blumenschein don&Garsten, O� ? Dez 1987 Blumenschein Johann",male,,1987,Austria,,,,N,�,all teeth; not enough&�,�&not enough,20230828,0.007,7.93,20230829,Pool with DC.NMV.071&Pool with DC.NMV.068,20230830,20,8,1,7,7,2.11e+08,20230920_7-7,12,11,5.99e+10,Pool A,3,Pool T,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_070,NHM Vienna,20230213,44344,Meles meles,"Garsten, O� 1. Jul.1992 Blumenschein Johann",male,,1992,Austria,,,,N,,all teeth,,20230723,0.019,5.34,20230724,,20230727,20,15,12,3,3,5.15e+08,20230905,12,11,8.04e+10,Pool A,3,Pool S,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_072p,NHM Vienna,20230213,44342&38092,Meles meles,"Sankt Ulrich bei Steyr, O� 19 Marz 1987 Blumenschein Johann&St. Ulrich bei Steyr, Ober�sterreich 28.5.1987 J. Blumenschein don",male,,1987,Austria,,,,N,�,all teeth; not enough,�&left mandible spongy bone deformation,20230828,0.011,7.07,20230829,Pool with DC.NMV.073&Pool with DC.NMV.072,20230830,20,8,2,7,7,2.09e+08,20230920_7-7,12,11,2.71e+10,Pool B,3,Pool V,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_074,NHM Vienna,20230213,65172,Meles meles,"Sankt Ulrich bei Steyr, O� 15 Jul 2004 Blumenschein Johann",male,,2004,Austria,,,,N,�,all teeth,maybe not enough?,20230726,0.019,51,20230727,,20230801,5,8,15,4,4,3.05e+08,20230905,12,11,2.3e+10,Pool B,3,Pool V,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_075,NHM Vienna,20230213,57560,Meles meles,"Sankt Ulrich bei Steyr, O� 22 Jan 1994 Blumenschein Johann",?,,1994,Austria,,,,N,�,all teeth,�,20230801,0.009,9.53,20230802,,20230810,20,1,2,6,6,2.32e+09,20230908,12,11,1.09e+09,Pool C,4,Pool Y,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_076,NHM Vienna,20230213,3967,Meles meles,"Ramsau, N� 14 Marz 1934 Zalesky K",?,,1934,Austria,,,,N,�,all teeth; not enough,�,20230828,0.004,1.13,20230829,Extract as is,20230830,20,8,7,7,7,1.07e+08,20230920_7-7,12,11,4.06e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_077,NHM Vienna,20230214,66784,Meles meles,"Sankt Ulrich bei Steyr, O� ? Herbst 2000 Blumenschein Johann",?,,2000,Austria,,,,N,�,all teeth; probably not enough,hair in the teeth,20230801,0.009,19.3,20230802,,20230810,20,1,7,6,6,2.68e+09,20230908,12,11,3.29e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_078,NHM Vienna,20230214,73776,Meles meles,"Obergoggitsh, Graz-Umgebung, Steiermark, � 2017/12/22 Lukas Zangl leg. Universitat Graz via�",,,2017,Austria,,,,N,�,all teeth; probably not enough,upper left molar bone spongy deformed,20230726,0.006,8.15,20230727,,20230801,10,9,1,4,4,2.37e+08,20230905,12,11,6.39e+09,Pool C,2,Pool X,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_079p,NHM Vienna,20230214,40924&34237,Meles meles,"Parndorfer Platte, Gem. Parndorf, Burgenland 20 Juli 1985 Maria Leitner leg.&untermauerbach Gem. Mauerbach Niederosterreih 27.6.1985 K. Heubock leg. M Hohneck don.",?&male,,1985,Austria,,,,N,�&very fine powder; not enough,all teeth; not enough&all teeth,�,20230828,0.009,2.69,20230829,Pool with DC.NMV.080&Pool with DC.NMV.079,20230830,20,8,9,7,7,2.68e+08,20230920_7-7,12,11,8.13e+10,Pool A,3,Pool S,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_081,NHM Vienna,20230214,42651,Meles meles,"Tal d. Kl. Taffa SSE Burgstall, Nieder�sterreich 25 Mai 1991 P. Reischutz don",,,1991,Austria,,,,N,�,all teeth,might actually be enough,20230801,0.019,22.1,20230802,,20230810,20,1,8,6,6,5.04e+08,20230908,12,11,4.4e+08,Pool D,5,Pool Z,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_082,NHM Vienna,20230214,29364,Meles meles,Hangunterhalbd.Teufelsrast-Felsdacher Gem Nohagen Niederosterreich 20 Sept 1981 R Vogl leg et don,,,1981,Austria,,,,N,jaw deformed,all teeth,maybe enough,20230801,0.012,31.6,20230802,,20230810,20,1,9,6,6,2.59e+09,20230908,12,11,3.7e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_083,NHM Vienna,20230214,57478,Meles meles,"Sankt Bernhard-Frauenhofen, N� 25 Mai 1991 Reischutz",?,,1991,Austria,,,,N,,all teeth,might actually be enough,20230723,0.023,156.8,20230724,"first Qubit measurement ""too high"". Value estimated from 1/4 dilution (39.2 ng/ul)",20230727,20,15,14,3,3,1.22e+09,20230905,12,11,1.2e+09,Pool C,4,Pool Y,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_087,NHM Vienna,20230214,61624,Meles meles,Purkersdorf N� ?1952-?1960 Riener Ingo Sigurd,�,,1950-60,Austria,,,,N,�,all teeth,covered in glue,20230726,0.008,2.07,20230727,,20230831,20,12,9,7,7,1.22e+08,20230906,12,11,2.52e+09,Pool C,4,Pool Y,1.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_088,NHM Vienna,20230214,63322,Meles meles,"Wolfsbach, N� 25 Jun 2000 Blumenschein Johann",?,,2000,Austria,,,,N,,all teeth,,20230613,0.02,47.900,20230614,,20230619,20,12,12,5,5,7650000,20230621,18,12,7.02e+09,Pool C,2,Pool X,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_089,NHM Vienna,20230214,73873,Meles meles,"Gansedorf, Niederosterreich 2018/1/7 FIWI Vet. Med. Univ. Wien via",female,,2018,Austria,,,,N,,all teeth,,20230723,0.017,10.3,20230724,,20230727,20,1,7,4,4,4.48e+08,20230905,12,11,2.76e+10,Pool B,3,Pool V,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_090,NHM Vienna,20230214,72324,Meles meles,"Wien 1130 Wien Wien, Osterreich 2015/5/8 Peter Minor leg et dn",female,,2016,Austria,,,,N,,all teeth,,20230816,0.024,42.1,20230818,,20230824,20,15,7,6,6,7.27e+08,20230908,12,11,1.72e+10,Pool B,3,Pool W,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_091,NHM Vienna,20230214,7075/B 5551,Meles meles,"Kleinsolk, Stmk 10 Aug 1941 Wettstein Otto",male,,1941,Austria,,,,N,�,all teeth; not enough,�,20230816,0.009,5.07,20230818,,20230824,20,15,8,6,6,3.39e+08,20230908,12,11,4.19e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_092,NHM Vienna,20230214,F757,Meles meles,"E Mitterbach, STMK 1991-08-06 P. Sehnal",male,,1991,Austria,,,,N,�,all teeth; not enough,black spots throughout bone and teeth; spongy jaw bone,20230828,0.007,18.1,20230829,Extract as is,20230830,20,8,12,7,7,4.28e+08,20230920_7-7,12,11,5e+10,Pool A,3,Pool T,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_093,NHM Vienna,20230214,9011,Meles meles,"Frankenstein/Ober-Trixen, Bez Volkermarkt, Karnten Mai 1926 P Urban",male,,1926,Austria,,,,N,,all teeth,dirty,20230816,0.017,7.23,20230818,,20230824,20,15,9,6,6,4.84e+08,20230908,12,11,1.29e+11,Pool A,2,Pool S,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_095,NHM Vienna,20230214,2840,Meles meles,"V�lkermarket, K Mai 1926 Urban G",male,,1926,Austria,,,,N,�,all teeth; not enough,�,20230828,0.006,3.16,20230829,Extract as is,20230830,20,8,14,7,7,5.67e+08,20230920_7-7,12,11,7.28e+10,Pool A,3,Pool S,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_096,NHM Vienna,20230215,22939,Meles meles,Schorfheide Bez Frankfurst/Oder DDR 1888 Coll W R�diger 95,female,,1888,DDR,,,,N,,all teeth,,20230613,0.018,2.590,20230614,,20230619,20,14,14,5,5,4720000,20230621,18,12,1.98e+09,Pool C,4,Pool Y,1.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_097,NHM Vienna,20230215,22941,Meles meles,"Uederberge, Schorfheide, Bez Frankfurt/Oder DDR 1892 Coll W R�diger 96",female,,1892,DDR,,,,N,,all teeth,,20230613,0.015,1.100,20230614,,20230619,20,15,15,5,5,5730000,20230621,18,12,1.5e+10,Pool B,3,Pool W,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_099,NHM Vienna,20230215,28545,Sus scrofa,Lainzer Tiergarten Wien 13 Bezirk (Hietzing) (Totfung) 25.9.65 Ferdinand Bauchinger leg et don,,,1965,Austria,,,,N,,all molars,,20230707,0.021,48.6,20230708,,20230712,20,9,14,2,2,1.16e+09,20230818,18,11,3.25e+10,Pool B,3,Pool V,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_100,NHM Vienna,20230215,8808,Sus scrofa,"Seewinkel Bez. Neusiedl aum See, Burgenland 10 Nov 1962 H Urschitz Kamf",,,1962,Austria,,,,N,,all molars,dubious,20230816,0.01,3.72,20230818,,20230824,20,1,7,7,7,3.42e+08,20230920_7-7,12,11,6.31e+10,Pool A,3,Pool T,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_102,NHM Vienna,20230215,18799,Sus scrofa,"Vladuschkan, Siebenburgem aus die Nachloss Prof R Schubert-Soldern",,,1905,Romania,,,,N,,lower molars,thick plaque; falls right off,20230707,0.013,30.6,20230708,,20230712,20,9,15,2,2,45700000,20230818,18,11,2.5e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_103,NHM Vienna,20230215,507,Sus scrofa,Galizien 30 IX 1895 von Oberstj�germeister anst durch Forstmeister Rust ans dem Rovies H�lleldorf,female,,1895,Austria,,,,N,,lower molars,thick plaque; falls right off,20230609,0.02,19.600,20230610,,20230620,20,9,9,7,7,4840000,20230622,18,11,7.9e+09,Pool C,4,Pool X,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_104,NHM Vienna,20230216,62272,Capreolus capreolus,"Wolfsbach, N� ? Herbst 1998 Blumenschein Johann",male,,1998,Austria,,,,N,very fine; difficult to sample,all molars,probably not enough,20230717,0.018,0.462,20230718,"something wrong with calibration? Weight incorrect somehow�.; 3,5 min incubation with EB",20230721,20,2,9,3,3,70500000,20230920_3-3,10,14,4.55e+10,Pool B,2,Pool U,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_107,NHM Vienna,20230216,72493,Capreolus capreolus,"Brandenberg, Kurfstein, Tirol, Osterreich juvenil 2017/1 Messner familie leg. et don. Ernst Mikschi Dr. Naturhistorisches Museum Wien via",female,,2017,Austria,,,,N,very fine; difficult to sample,all molars,,20230627,0.009,7.110,20230628,,20230629,20,2,15,1,1,14400000,20230906,12,11,1.39e+08,Pool D,5,Pool Z,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_109,NHM Vienna,20230216,26474,Capreolus capreolus,"Umgebung von Gf�hl Gem Gf�hl, Nieder�sterreich 10 Sept 1978 Jager Rossi leg K magnus don",female,,1978,Austria,,,,N,,all molars,,20230627,0.028,27.700,20230628,,20230629,20,7,8,1,1,48200000,20230906,12,11,5.61e+09,Pool C,2,Pool X,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_110,NHM Vienna,20230216,62271,Capreolus capreolus,"Sankt Ulrich bei Steyr, O� ? Sept 2000 Blumenschein Johann",female,,2000,Austria,,,,N,,lower molars,,20230726,0.028,45.8,20230727,,20230831,10,12,14,7,7,2.5e+08,20230920_7-7,12,11,3.92e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_111,NHM Vienna,20230216,82571,Capreolus capreolus,�sterreich Dostal ex coll,female,,1989,Austria,,,,N,,lower molars,,20230726,0.024,12.4,20230727,Less eluate,20230831,20,12,15,7,7,11800000,20230920_7-7,12,11,1.18e+09,Pool C,4,Pool Y,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_112,NHM Vienna,20230216,F1130,Capreolus capreolus,"Neusiedl am See, B 17 Sept 1992 Sehnal Peter",?,,1992,Austria,,,�,N,�,�,�,20230726,0.023,35.9,20230727,coloured,20230809,5,15,2,5,5,2.92e+08,20230907,12,11,4.44e+10,Pool B,2,Pool U,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_113,NHM Vienna,20230220,29574,Rupicapra rupicapra,"B�renleitenkogel Osthornig D�rrenstein-Massiv Gem Gaming, NO 28 April 1980 F Schobesberger leg Foostrero?? Rosch?? Don (6 Sch 8)",female,,1980,Austria,,,,N,large brown plaques,upper molars,,20230626,0.029,43.400,20230627,Column fell on floor before dry spin,20230628,20,1,14,1,1,3.2e+08,20230724,18,11,5.43e+09,Pool C,2,Pool X,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_114,NHM Vienna,20230220,29575,Rupicapra rupicapra,"B�renleitenkogel-Osthang D�rrenstein-Massiv, Gem. Gamming, NO 28 April 1980 G Schobesberger leg F.verw Rotschild don. (G Schr 9)",female,,1980,Austria,,,,N,,,,20230626,0.026,20.600,20230627,,20230628,20,1,15,1,1,2.83e+08,20230724,18,11,3.99e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_115,NHM Vienna,20230220,29572,Rupicapra rupicapra,"�ber d Wassb�ndl, E D�renstien-Massiv, Gem Gaming, N� 16 April 1980 G Schobesberger leg F.verw Rotschild don. (G Schr 6)",male,,1980,Austria,,,,N,large brown plaques; enamle flakes easily,upper molars,,20230626,0.017,21.000,20230627,,20230628,20,2,1,1,1,1.15e+09,20230724,18,11,4.19e+11,Pool A,1,Pool S,0.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_118,NHM Vienna,20230220,29576,Rupicapra rupicapra,"E Durchla�alm, D�rrenstein-Massiv, Gem Gaming, Niederosterreich 11 Mai 1980 G Schobesberger leg Forstreow(?) Rotschild don. (G Schr 11)",female,,1980,Austria,,,,N,,upper molars,,20230629,0.013,7.760,20230703,QuBit repeated,20230704,20,15,8,1,1,1.29e+08,20230906,12,11,2.76e+10,Pool B,3,Pool V,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_119,NHM Vienna,20230220,29577,Rupicapra rupicapra,"Forrstotr, E Wei�mauer v Wurzenriegel, Durrenstein-Massiv, Gem gaming, Niederosterreich 15 Mai 1980 G Schobesberger leg Forstverr(?) Roth",male,,1980,Austria,,,,N,,upper molars,,20230629,0.025,34.800,20230703,QuBit repeated,20230704,20,15,9,1,1,7.6e+07,20230906,12,11,1.05e+10,Pool C,4,Pool W,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_120,NHM Vienna,20230220,227,Rupicapra rupicapra,Eisenerz Gem + GB Eisenerz Steiermark K+K Gutsverwalt Eisenerz don Marz 1892,female,,1892,Austria,,,,N,,upper molars,,20230629,0.028,18.300,20230703,QuBit repeated,20230704,20,15,12,1,1,11900000,20230906,12,11,1.4e+09,Pool C,4,Pool Y,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_122,NHM Vienna,20230220,4636,Rupicapra rupicapra,"Schneealpe, Gem Altenburg a.d. Rax Steiermark 29 Feb 1909 Prof J Knotek don",male,,1909,Austria,,,,N,large plaques,upper molars,,20230707,0.018,10.8,20230708,coloured extract,20230712,20,9,2,2,2,1.1e+08,20230720,12,10,51200000,Pool D,5,Pool Z,5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_124,NHM Vienna,20230220,4599,Rupicapra rupicapra,"NE Steir. Kalkalpen, Steiermark Prof J Knotek leg et don",male,,1900-1920,Austria,,,,Y,,lower molars,,20230707,0.016,4.36,20230708,,20230712,20,9,8,2,2,78500000,20230818,18,11,2.75e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_126,NHM Vienna,20230220,29573,Rupicapra rupicapra,"B�renleitenkogel Osthornig D�rrenstein-Massiv Gem Gaming, NO 28 April 1980 6 Sch 7 G Schobesberger leg F.verw Rotschild don.�",female,,1980,Austria,,,,N,,lower molars,,20230723,0.014,15.2,20230724,,20230727,20,1,8,4,4,1.72e+08,20230905,12,11,3.17e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_130,NHM Vienna,20230220,3972,Rupicapra rupicapra,"St Johann am Tauern, Steiermark 15 Dez 1933 Dr O Keller leg et don�",male,,1933,Austria,,,,N,,all molars,glue?,20230723,0.01,4.65,20230724,,20230727,20,1,15,4,4,1.2e+09,20230905,12,11,8.04e+10,Pool A,3,Pool S,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_131,NHM Vienna,20230220,4638,Rupicapra rupicapra,"Sonnblick, Apriach, Gem Heiligenblut, Karnten Prof J Knotek leg et don",female,,1900-1920,Austria,,,,N,,upper molars,,20230723,0.02,9.3,20230724,,20230727,20,2,1,4,4,1.9e+08,20230905,12,11,28300000,Pool D,5,Pool Z,5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_133,NHM Vienna,20230220,1941,Rupicapra rupicapra,"Gr�nberg/Totes Gebirge, Offensee, Oberosterreich 7 Aug 1894 Kaiser Franz Josef I don",male,,1894,Austria,,,,Y,,upper molars,,20230814,0.023,21.9,20230815,,20230821,10,14,8,6,6,2.42e+08,20230908,12,11,1.64e+10,Pool B,3,Pool W,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_134,NHM Vienna,20230220,4635,Rupicapra rupicapra,"Schneealpe, Gem. Altenberg a.d. Rax, Steiermark 12 Dez 1918 Prof J Knotek leg et don",male,,1918,Austria,,,,N,,,,20230814,0.027,13.9,20230815,Strongly coloured,20230821,5,14,9,6,6,7560000,20230908,12,11,2.08e+08,Pool D,5,Pool Z,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_135,NHM Vienna,20230220,57799,Rupicapra rupicapra,"Gro�arl, S 7 Jan 1974 Salzburg Ernst H.",?,,1974,Austria,,,,N,,,,20230814,0.011,1.13,20230815,,20230821,10,14,12,6,6,63800000,20230908,12,11,2.17e+10,Pool B,3,Pool W,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_136,NHM Vienna,20230220,72553,Rupicapra rupicapra,"K�flach, Voitsberg, Steiermark, Osterreich 2016/3/18 Eva Stangl leg, Universitat Graz via",,,2016,Austria,,,,N,,upper molars,,20230814,0.018,13.2,20230815,Coloured,20230821,10,14,15,6,6,19400000,20230908,12,11,8.36e+08,Pool D,5,Pool Z,0.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_137,NHM Vienna,20230220,6095,Rupicapra rupicapra,"Sonnleitein, Klostertail, Gem. Gutenstein, Niederosterreich 6 Mara 1929 Forstrerwaltung Gutenstein (Hoyos-Springstein)",female,,1929,Austria,,,,N,,upper molars,,20230814,0.034,9.85,20230815,Strongly coloured,20230821,5,15,1,6,6,805000,20230920_remainder,12,14,3.11e+10,Pool B,3,Pool V,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
